time_hours,Availability_A,Reliability_R
0.0,1.0,1.0
1.0,1.0,1.0
2.0,1.0,1.0
3.0,1.0,1.0
4.0,1.0,1.0
5.0,0.9996666666666667,0.9996666666666667
6.0,0.9996666666666667,0.9996666666666667
7.0,0.9996666666666667,0.9996666666666667
8.0,0.9996666666666667,0.9996666666666667
9.0,0.9993333333333333,0.9993333333333333
10.0,0.9993333333333333,0.9993333333333333
11.0,0.9993333333333333,0.9993333333333333
12.0,0.9993333333333333,0.9993333333333333
13.0,0.9996666666666667,0.9993333333333333
14.0,0.9996666666666667,0.9993333333333333
15.0,0.9996666666666667,0.9993333333333333
16.0,0.9996666666666667,0.9993333333333333
17.0,0.9996666666666667,0.9993333333333333
18.0,0.9996666666666667,0.9993333333333333
19.0,0.9996666666666667,0.9993333333333333
20.0,0.9993333333333333,0.999
21.0,0.9993333333333333,0.999
22.0,0.999,0.9986666666666667
23.0,0.999,0.9986666666666667
24.0,0.999,0.9986666666666667
25.0,0.999,0.9986666666666667
26.0,0.999,0.9986666666666667
27.0,0.999,0.9986666666666667
28.0,0.999,0.9986666666666667
29.0,0.999,0.9986666666666667
30.0,0.9986666666666667,0.9983333333333333
31.0,0.9986666666666667,0.9983333333333333
32.0,0.9983333333333333,0.998
33.0,0.9983333333333333,0.998
34.0,0.9983333333333333,0.998
35.0,0.9983333333333333,0.998
36.0,0.9983333333333333,0.998
37.0,0.9983333333333333,0.998
38.0,0.9986666666666667,0.998
39.0,0.9983333333333333,0.9976666666666667
40.0,0.9983333333333333,0.9976666666666667
41.0,0.998,0.9973333333333333
42.0,0.998,0.9973333333333333
43.0,0.998,0.9973333333333333
44.0,0.9983333333333333,0.9973333333333333
45.0,0.9983333333333333,0.9973333333333333
46.0,0.998,0.997
47.0,0.9976666666666667,0.9966666666666667
48.0,0.9973333333333333,0.9963333333333333
49.0,0.9973333333333333,0.9963333333333333
50.0,0.9973333333333333,0.9963333333333333
51.0,0.9973333333333333,0.9963333333333333
52.0,0.9973333333333333,0.9963333333333333
53.0,0.9973333333333333,0.9963333333333333
54.0,0.9976666666666667,0.9963333333333333
55.0,0.9976666666666667,0.9963333333333333
56.0,0.998,0.9963333333333333
57.0,0.9983333333333333,0.9963333333333333
58.0,0.9983333333333333,0.9963333333333333
59.0,0.998,0.996
60.0,0.998,0.996
61.0,0.9976666666666667,0.9956666666666667
62.0,0.9976666666666667,0.9956666666666667
63.0,0.9976666666666667,0.9956666666666667
64.0,0.9973333333333333,0.9953333333333333
65.0,0.9976666666666667,0.9953333333333333
66.0,0.9976666666666667,0.9953333333333333
67.0,0.9976666666666667,0.9953333333333333
68.0,0.9976666666666667,0.9953333333333333
69.0,0.9976666666666667,0.9953333333333333
70.0,0.998,0.9953333333333333
71.0,0.998,0.9953333333333333
72.0,0.998,0.9953333333333333
73.0,0.998,0.9953333333333333
74.0,0.998,0.9953333333333333
75.0,0.9976666666666667,0.995
76.0,0.9976666666666667,0.995
77.0,0.9976666666666667,0.995
78.0,0.9976666666666667,0.995
79.0,0.9976666666666667,0.995
80.0,0.9976666666666667,0.995
81.0,0.9976666666666667,0.995
82.0,0.9976666666666667,0.995
83.0,0.9976666666666667,0.995
84.0,0.9976666666666667,0.995
85.0,0.998,0.995
86.0,0.998,0.995
87.0,0.9983333333333333,0.995
88.0,0.9983333333333333,0.995
89.0,0.998,0.9946666666666667
90.0,0.998,0.9946666666666667
91.0,0.998,0.9946666666666667
92.0,0.998,0.9946666666666667
93.0,0.998,0.9946666666666667
94.0,0.998,0.9946666666666667
95.0,0.9983333333333333,0.9946666666666667
96.0,0.9983333333333333,0.9943333333333333
97.0,0.9983333333333333,0.9943333333333333
98.0,0.9983333333333333,0.9943333333333333
99.0,0.9983333333333333,0.9943333333333333
100.0,0.9983333333333333,0.9943333333333333
101.0,0.998,0.994
102.0,0.998,0.994
103.0,0.9976666666666667,0.9936666666666667
104.0,0.9976666666666667,0.9936666666666667
105.0,0.9976666666666667,0.9936666666666667
106.0,0.9976666666666667,0.9936666666666667
107.0,0.9976666666666667,0.9933333333333333
108.0,0.9976666666666667,0.9933333333333333
109.0,0.9976666666666667,0.9933333333333333
110.0,0.9976666666666667,0.9933333333333333
111.0,0.9973333333333333,0.993
112.0,0.9976666666666667,0.993
113.0,0.9976666666666667,0.9926666666666667
114.0,0.9976666666666667,0.9926666666666667
115.0,0.9976666666666667,0.9926666666666667
116.0,0.9976666666666667,0.9926666666666667
117.0,0.9976666666666667,0.9926666666666667
118.0,0.9976666666666667,0.9926666666666667
119.0,0.9976666666666667,0.9926666666666667
120.0,0.9976666666666667,0.9926666666666667
121.0,0.9976666666666667,0.9926666666666667
122.0,0.9976666666666667,0.9926666666666667
123.0,0.998,0.9926666666666667
124.0,0.998,0.9926666666666667
125.0,0.998,0.9926666666666667
126.0,0.9976666666666667,0.9923333333333333
127.0,0.9976666666666667,0.9923333333333333
128.0,0.9976666666666667,0.9923333333333333
129.0,0.9976666666666667,0.9923333333333333
130.0,0.997,0.9916666666666667
131.0,0.9973333333333333,0.9916666666666667
132.0,0.9973333333333333,0.9916666666666667
133.0,0.9973333333333333,0.9916666666666667
134.0,0.997,0.9913333333333333
135.0,0.997,0.9913333333333333
136.0,0.9966666666666667,0.991
137.0,0.9963333333333333,0.9906666666666667
138.0,0.9963333333333333,0.9906666666666667
139.0,0.996,0.9903333333333333
140.0,0.996,0.9903333333333333
141.0,0.996,0.9903333333333333
142.0,0.996,0.9903333333333333
143.0,0.996,0.9903333333333333
144.0,0.9963333333333333,0.9903333333333333
145.0,0.9966666666666667,0.9903333333333333
146.0,0.9966666666666667,0.9903333333333333
147.0,0.9966666666666667,0.9903333333333333
148.0,0.9963333333333333,0.99
149.0,0.9963333333333333,0.9896666666666667
150.0,0.996,0.9893333333333333
151.0,0.9963333333333333,0.9893333333333333
152.0,0.9963333333333333,0.9893333333333333
153.0,0.9963333333333333,0.9893333333333333
154.0,0.9966666666666667,0.9893333333333333
155.0,0.9963333333333333,0.989
156.0,0.9963333333333333,0.989
157.0,0.9963333333333333,0.989
158.0,0.9963333333333333,0.989
159.0,0.9966666666666667,0.989
160.0,0.9966666666666667,0.989
161.0,0.997,0.989
162.0,0.997,0.989
163.0,0.9973333333333333,0.989
164.0,0.9973333333333333,0.989
165.0,0.9973333333333333,0.989
166.0,0.997,0.9886666666666667
167.0,0.9973333333333333,0.9886666666666667
168.0,0.997,0.9883333333333333
169.0,0.997,0.9883333333333333
170.0,0.997,0.9883333333333333
171.0,0.997,0.9883333333333333
172.0,0.9966666666666667,0.988
173.0,0.997,0.988
174.0,0.9976666666666667,0.988
175.0,0.9976666666666667,0.988
176.0,0.9976666666666667,0.988
177.0,0.9973333333333333,0.9876666666666667
178.0,0.9973333333333333,0.9873333333333333
179.0,0.9973333333333333,0.9873333333333333
180.0,0.9973333333333333,0.9873333333333333
181.0,0.9973333333333333,0.9873333333333333
182.0,0.9976666666666667,0.9873333333333333
183.0,0.9976666666666667,0.9873333333333333
184.0,0.998,0.9873333333333333
185.0,0.998,0.9873333333333333
186.0,0.9983333333333333,0.9873333333333333
187.0,0.9983333333333333,0.9873333333333333
188.0,0.9983333333333333,0.9873333333333333
189.0,0.9983333333333333,0.9873333333333333
190.0,0.9983333333333333,0.9873333333333333
